,Characters,Dialogue,Movie
793,Leia,Luke is a Jedi. You're his father. There is still light in him I know it.,The Force Awakens
795,Officer,General the reconnaissance report on the enemy base is coming.,The Force Awakens
797,Rey,Where am I?,The Force Awakens
799,Kylo Ren,You're my guest.,The Force Awakens
801,Rey,Where are the others?,The Force Awakens
803,Kylo Ren,Do you mean the murderers... traitors and thieves you call friends? You'll be relieved to hear I have no idea. You still want to kill me.,The Force Awakens
805,Rey,That happens when you're being hunted by a creature in a mask.,The Force Awakens
807,Kylo Ren,Tell me about the droid.,The Force Awakens
809,Rey,He's a BB unit with a selenium drive and a thermal hyperscan vindicator.,The Force Awakens
811,Kylo Ren,It's carrying a section of a navigational chart. And we have the rest. Recovered from the archives of the Empire but we need the last piece. And somehow you convinced the droid to show it to you. You. A scavenger. You know I can take whatever I want. You're so lonely. So afraid to leave. At night desperate to sleep. You imagine an ocean. I see it. I see the island. And Han Solo. You feel like he's the father you never had. He would have disappointed you.,The Force Awakens
813,Rey,Get out of my head.,The Force Awakens
815,Kylo Ren,I know you've seen the map. It's in there. And now you'll give it to me. Don't be afraid. I feel it too.,The Force Awakens
817,Rey,I'm not giving you anything.,The Force Awakens
819,Kylo Ren,We'll see. You. You're afraid. That you will never be as strong as Darth Vader.,The Force Awakens
821,Snoke,The scavenger... resisted you?,The Force Awakens
823,Kylo Ren,She is strong with the Force. Untrained but stronger than she knows.,The Force Awakens
825,Snoke,And the droid?,The Force Awakens
827,General Hux,Ren believed it was no longer valuable to us. That the girl was all we needed. As a result the droid has most likely been returned to the hands of the enemy. They may have the map already.,The Force Awakens
829,Snoke,Then the Resistance must be destroyed before they get to Skywalker.,The Force Awakens
831,General Hux,We have their location. We tracked their reconnaissance ship to the lleenium system.,The Force Awakens
833,Snoke,Good. Then we will crush them once and for all. Prepare the weapon.,The Force Awakens
835,Kylo Ren,Supreme Leader I can get the map from the girl. I just need your guidance.,The Force Awakens
837,Snoke,If what you say about this girl is true... Bring her to me.,The Force Awakens
839,Rey,You will remove these restraints... and leave this cell with the door open.,The Force Awakens
841,Rey,You will remove these restraints and leave this cell with the door open.,The Force Awakens
843,Rey,You will remove these restraints... and leave this cell with the door open.,The Force Awakens
845,Rey,And you'll drop your weapon.,The Force Awakens
847,Kylo Ren,No. No. Guards! Guards!,The Force Awakens
849,General Hux,Begin charging the weapon.,The Force Awakens
851,Officer,Yes sir. Weapon charging.,The Force Awakens
853,Poe Dameron ,The scan data from Snap's reconnaissance flight confirms Finn's report.,The Force Awakens
855,Officer,They've somehow created a hyper-lightspeed weapon built within the planet itself.,The Force Awakens
857,Officer,We're not sure how to describe a weapon of this scale.,The Force Awakens
859,Emmat,It's another Death Star.,The Force Awakens
861,Poe Dameron ,I wish that were the case Major. This was the Death Star. And this is Starkiller Base.,The Force Awakens
863,Han Solo,So it's big.,The Force Awakens
865,Unknown Creature,How is it possible to power a weapon of that size?,The Force Awakens
867,Officer,Ma'am.,The Force Awakens
869,Leia,The First Order they're charging the weapon again now. Our system is the next target.,The Force Awakens
871,Han Solo,Okay. How do we blow it up? There's always a way to do that.,The Force Awakens
873,Leia,Han's right.,The Force Awakens
875,Statura,In order for that amount of power to be contained... that base has to have some kind of thermal oscillator.,The Force Awakens
877,Statura,If we can destroy that oscillator... it might destabilize the core and cripple the weapon. ,The Force Awakens
879,Officer,Maybe the planet.,The Force Awakens
881,Poe Dameron ,We'll go in there we'll hit that oscillator with everything we've got.,The Force Awakens
883,nknown Creature,They have defensive shields that our ships cannot penetrate.,The Force Awakens
885,Han Solo,We disable the shields. Kid you worked there. What do you got?,The Force Awakens
887,Han Solo,I like this guy.,The Force Awakens
889,Han Solo,We'll get you there.,The Force Awakens
891,Leia,Han how?,The Force Awakens
893,Han Solo,If I told you you wouldn't like it.,The Force Awakens
895,Poe Dameron ,So we disable the shields we take out the oscillator and we blow up their big gun. All right. Let's go.,The Force Awakens
897,Han Solo,Chewie check that donal capitator. Come on. Let's go. Finn be careful with those. They're explosives.,The Force Awakens
899,Leia,You know no matter how much we fought I've always hated watching you leave.,The Force Awakens
901,Han Solo,That's why I did it.  So you'd miss me.,The Force Awakens
903,Leia,I did miss you.,The Force Awakens
905,Han Solo,It wasn't all bad was it? Huh? Some of it was... good.,The Force Awakens
907,Leia,Pretty good.,The Force Awakens
909,Han Solo,Some things never change.,The Force Awakens
911,Leia,True. You still drive me crazy. If you see our son... bring him home.,The Force Awakens
913,Kylo Ren,She's just beginning to test her powers. The longer it takes to find her... the more dangerous she becomes.,The Force Awakens
915,nnouncer,All sentry droids... all sentry droids... resynchronize to Galactic Standard Time. Offset 473.,The Force Awakens
917,Han Solo,Their shields have a fractional refresh rate. Keeps anything traveling slower than lightspeed from getting through.,The Force Awakens
919,Han Solo,Chewie get ready. And... Now! I am pulling up! I get any higher... they'll see us!,The Force Awakens
921,Officer,Sir she was not found in Hangar 718. But all troops are on alert.,The Force Awakens
923,Kylo Ren,Put every hangar on lockdown. She's going to try to steal a ship to esc... Han Solo.,The Force Awakens
925,Han Solo,What was your job when you were based here?,The Force Awakens
927,Han Solo,Sanitation? Then how do you know how to disable the shields?,The Force Awakens
929,Han Solo,People are counting on us. The galaxy is counting on us.,The Force Awakens
931,Han Solo,That's not how the Force works. Oh really? You're cold?,The Force Awakens
933,General Hux,Report.,The Force Awakens
935,Officer,Weapon charged in 15 minutes sir.,The Force Awakens
937,Han Solo,The longer we're here the less luck we're gonna have. The shields.,The Force Awakens
939,Phasma,FN-2187.,The Force Awakens
941,Han Solo,Bring it down. Bring it down.,The Force Awakens
943,Phasma,You're making a big mistake.,The Force Awakens
945,Han Solo,Don't worry kid. We won't leave here without her.,The Force Awakens
947,Phasma,You can't be so stupid as to think this will be easy. My troops will storm this block and kill you all.,The Force Awakens
949,Han Solo,I disagree. ,The Force Awakens
951,Han Solo,Is there a garbage chute? Trash compactor?,The Force Awakens
953,Officer,General their shields are down.,The Force Awakens
955,C-3PO,Thank the Maker!,The Force Awakens
957,Leia,Han did it. Send them in.,The Force Awakens
959,Statura,Give Poe full authorization for attack.,The Force Awakens
961,Poe Dameron ,Roger base. Red squad Blue squad take my lead. Dropping out of lightspeed. Almost in range. Hit the target dead center. As many runs as we can get.,The Force Awakens
963,Pilot,Approaching target.,The Force Awakens
965,Officer,Fighters incoming!,The Force Awakens
967,General Hux,Dispatch all squadrons.,The Force Awakens
969,Captain,Yes General.,The Force Awakens
971,Poe Dameron ,All right. Let's light it up.,The Force Awakens
973,Poe Dameron ,Yeah we gotta keep hitting it. Another bombing run. Remember when the sun is gone that weapon will be ready to fire. But as long as there's light we got a chance. Guys we got a lot of company!,The Force Awakens
975,Han Solo,You sure you're up for this?,The Force Awakens
977,Han Solo,You all right?,The Force Awakens
979,Rey,Yeah.,The Force Awakens
981,Han Solo,Good.,The Force Awakens
983,Rey,Finn what are you doing here?,The Force Awakens
985,Rey,That it was your idea. Thank you.,The Force Awakens
987,Rey,I can't explain it. And you wouldn't believe it.,The Force Awakens
989,Han Solo,Escape now hug later. ,The Force Awakens
991,Pilot,I got one behind me. You see it?,The Force Awakens
993,Jess,Yeah. I'm on it. Burillo's been hit.,The Force Awakens
995,Pilot,Watch out for ground fire.,The Force Awakens
997,Han Solo,They're in trouble. We can't leave. My friend's got a bag full of explosives. Let's use them.,The Force Awakens
999,Officer,General are you seeing this?,The Force Awakens
1001,Controller,Two more X-wings down. That's half our fleet destroyed.,The Force Awakens
1003,Han Solo,Ah. Girl knows her stuff. We'll set the charges against every other column. You're right. That's a better idea. You take the top. I'll go down below. Detonator. We'll meet back here.,The Force Awakens
1005,Kylo Ren,Find them.,The Force Awakens
1007,Han Solo,Ben!,The Force Awakens
1009,Kylo Ren,Han Solo. I've been waiting for this day for a long time.,The Force Awakens
1011,Han Solo,Take off that mask. You don't need it.,The Force Awakens
1013,Kylo Ren,What do you think you'll see if I do?,The Force Awakens
1015,Han Solo,The face of my son.,The Force Awakens
1017,Kylo Ren,Your son is gone. He was weak and foolish like his father. ,The Force Awakens
1019,Han Solo,That's what Snoke wants you to believe. But it's not true. My son is alive.,The Force Awakens
1021,Kylo Ren,No. The Supreme Leader is wise.,The Force Awakens
1023,Han Solo,Snoke is using you for your power. When he gets what he wants he'll crush you. You know it's true.,The Force Awakens
1025,Kylo Ren,It's too late. ,The Force Awakens
1027,Han Solo,No it's not. Leave here with me. Come home. We miss you.,The Force Awakens
1029,Kylo Ren,I'm being torn apart. I want to be free of this pain. I know what I have to do but I don't know if I have the strength to do it. Will you help me?,The Force Awakens
1031,Han Solo,Yes. Anything.,The Force Awakens
1033,Rey,No!,The Force Awakens
1035,Kylo Ren,Thank you.,The Force Awakens
1037,Rey,No.,The Force Awakens
1039,ontroller,The oscillator's been damaged... but is still functional.,The Force Awakens
1041,irl Officer,Admiral their weapon will fire in two minutes.,The Force Awakens
1043,Kylo Ren,We're not done yet.,The Force Awakens
1045,Rey,You're a monster.,The Force Awakens
1047,Kylo Ren,It's just us now. Han Solo can't save you.,The Force Awakens
1049,Kylo Ren,Traitor! That lightsaber. It belongs to me.,The Force Awakens
1051,Pilot,We just lost R-1.,The Force Awakens
1053,ess,We're overwhelmed. What do we do? It isn't working.,The Force Awakens
1055,Poe Dameron ,Red Four Red Six cover us.,The Force Awakens
1057,Poe Dameron ,Everybody else hit the target hard. Give it everything you got. I need some help here. I need some help!,The Force Awakens
1059,Pilot,Coming in!,The Force Awakens
1061,ess,Watch out!,The Force Awakens
1063,Pilot,I'm hit!,The Force Awakens
1065,Poe Dameron ,All teams I'm going in. Pull up and cover me.,The Force Awakens
1067,Officer,Weapon fully charged in 3 seconds.,The Force Awakens
1069,General Hux,Prepare to fire.,The Force Awakens
1071,Kylo Ren,You need a teacher. I could show you the ways of the Force.,The Force Awakens
1073,Rey,The Force?,The Force Awakens
1075,Officer,All eyes on that TIE fighter.,The Force Awakens
1077,aptain,Lieutenant! Get back to your station!,The Force Awakens
1079,ieutenant,Just look! We won't survive. Even Hux is gone.,The Force Awakens
1081,General Hux,Supreme Leader. The fuel cells have ruptured. The collapse of the planet has begun.,The Force Awakens
1083,noke,Leave the base at once and come to me with Kylo Ren. It is time...to complete his training.,The Force Awakens
1085,Rey,Finn! Finn!,The Force Awakens
1087,Poe Dameron ,All teams I got eyes on them.,The Force Awakens
1089,Pilot,Yes!,The Force Awakens
1091,Poe Dameron ,Our job's done here. Let's go home.,The Force Awakens
1093,edic,Easy easy. He's hurt. We've got a heartbeat.,The Force Awakens
1095,C-3PO,R2-D2! You've come back. You found what? How dare you call me that! Find Master Luke how? Come R2. We must go tell the others at once! General. Excuse me General. R2 may contain some much-needed good news.,The Force Awakens
1097,Leia,Tell me.,The Force Awakens
1099,Poe Dameron ,Yeah. All right buddy. Hold on.,The Force Awakens
1101,Leia,Luke.,The Force Awakens
1103,C-3PO,Oh my dear friend... how I've missed you.,The Force Awakens
1105,Rey,We'll see each other again. I believe that. Thank you my friend.,The Force Awakens
1107,Leia,Rey. May the Force be with you.,The Force Awakens
